restaurant,hours of operation
Einstein Bros. Bagels,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
Greens to Go,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
Grille Works,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
Tortilla Fresca,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
