restaurant,hours of operation
BC's Pizza and Pasta,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
Grille Works,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
Subway,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
Tortilla Fresca,Mon-Thu: 7:30 am - 8:00 pm,Fri: 7:30 am - 5:00 pm,Sat-Sun: Closed
